Year,Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Round,Pick
2016,Jihad Ward,DT,6-5,297,5.11,25,20,111,7.38,4.63,2,44
2016,Adolphus Washington,DT,6-3,301,5.17,27,21,99,8.06,4.79,3,80
2016,Deandre Washington,RB,5-8,204,4.49,34.5,24,116,7.03,4.2,5,143
2016,Stephen Weatherly,OLB,6-4,267,4.61,31,23,117,,,7,227
2016,Carson Wentz,QB,6-5,237,4.77,30.5,,118,6.86,4.15,1,2
2016,Christian Westerman,OG,6-3,298,5.12,,34,98,7.69,4.71,5,161
2016,D.J. White,CB,5-11,193,4.49,33,17,132,7.18,4.33,6,178
2016,Cody Whitehair,OT,6-4,301,5.02,25.5,16,110,7.32,4.58,2,56
2016,Brandon Wilds,RB,6-1,220,4.54,36.5,21,118,7.08,4.33,,
2016,Brandon Williams,CB,5-11,197,4.37,30.5,18,118,6.85,4.19,3,92
2016,Bryce Williams,TE,6-6,257,4.94,29.5,19,111,7.19,4.53,,
2016,Duke Williams,WR,6-2,229,4.72,30,14,121,7.43,4.47,,
2016,Jonathan Williams,RB,5-11,220,4.56,,16,,,,5,156
2016,De'Runnya Wilson,WR,6-5,224,4.85,28,,113,,,,
2016,Josh Woodrum,QB,6-3,231,4.8,31,,116,6.74,4.31,,
2016,Antwaun Woods,DL,6-0,318,5.18,,,,,,,
2016,Daryl Worley,CB,6-1,204,4.64,35.5,14,123,6.98,4.15,3,77
2016,Connor Wujciak,DT,6-2,291,4.91,34.5,22,117,7.32,4.27,,
2016,Avery Young,OT,6-5,328,5.39,,,,8.22,4.91,,
2016,Tavon Young,CB,5-9,183,4.46,34.5,9,118,6.8,3.93,4,104
2016,Anthony Zettel,DT,6-4,277,4.81,30.5,28,109,7.63,4.39,6,202
2017,Jamal Adams,S,6-0,214,4.56,31.5,18,120,6.96,4.13,1,6
2017,Montravius Adams,DT,6-4,304,4.87,29,22,108,7.62,4.89,3,93
2017,Rodney Adams,WR,6-1,189,4.44,29.5,8,125,6.98,4.28,5,170
2017,Quincy Adeboyejo,WR,6-3,197,4.42,34.5,8,123,6.73,4.14,,
2017,Brian Allen,CB,6-3,215,4.48,34.5,15,117,6.64,4.34,5,173
2017,Jonathan Allen,DT,6-3,286,5,30,21,108,7.49,4.5,1,17
2017,Ryan Anderson,OLB,6-2,253,4.78,,,,,,2,49
2017,Alex Anzalone,OLB,6-3,241,4.63,30.5,16,116,6.88,4.25,3,76
2017,Isaac Asiata,OG,6-3,323,5.34,25.5,35,102,7.83,4.93,5,164
2017,Erik Austell,OG,6-3,301,5.23,27.5,24,107,8.13,4.9,,
2017,Chidobe Awuzie,CB,6-0,202,4.43,34.5,16,132,6.81,4.14,2,60
2017,Budda Baker,S,5-10,195,4.45,32.5,15,115,6.76,4.08,2,36
2017,Toby Baker,P,6-3,210,,,,,,,,
2017,Zach Banner,OG,6-8,353,5.58,23.5,22,92,8.31,5.21,4,137
2017,Derek Barnett,DE,6-3,259,4.88,31,,117,6.96,4.44,1,14
2017,Tarell Basham,DE,6-4,269,4.7,31.5,15,119,7.27,4.35,3,80
2017,C.J. Beathard,QB,6-2,219,,31,,113,,,3,104
2017,Kendell Beckwith,ILB,6-2,243,,,20,,,,3,107
2017,Vince Biegel,OLB,6-3,246,4.67,33.5,21,118,6.92,4.3,4,108
2017,Adam Bisnowaty,OT,6-6,304,5.23,29.5,23,96,8.02,4.94,6,200
2017,Garrett Bolles,OT,6-5,297,4.95,28,,115,7.29,4.55,1,20
2017,Ben Boulware,ILB,6-0,238,,29.5,20,111,7.02,4.43,,
2017,Kendrick Bourne,WR,6-1,203,4.68,34,9,125,6.73,4.21,,
2017,Tashawn Bower,OLB,6-5,250,4.82,31.5,20,121,7.2,4.37,,
2017,Tyus Bowser,OLB,6-3,247,4.65,37.5,21,127,6.75,,2,47
2017,Ben Braden,OG,6-6,329,5.04,28,25,102,7.85,4.9,,
2017,Caleb Brantley,DT,6-3,307,5.14,27,21,105,7.66,4.62,6,185
2017,Billy Brown,TE,6-3,254,4.7,29,23,118,,,,
2017,Blair Brown,ILB,5-11,238,4.65,37,,124,6.92,4.18,5,148
2017,Fadol Brown,DE,6-4,273,4.94,34,19,115,7.24,4.44,,
2017,Jayon Brown,ILB,6-0,231,4.7,31.5,17,120,,,5,155
2017,Noah Brown,WR,6-2,222,,,19,,7.07,4.33,7,239
2017,Pharaoh Brown,TE,6-6,255,,34,24,,,,,
2017,Daniel Brunskill,OT,6-5,273,,28,17,106,7.9,4.84,,
2017,Collin Buchanan,OT,6-5,316,,25,23,97,,,,
2017,Riley Bullough,ILB,6-2,226,,31.5,20,116,,,,
2017,Harrison Butker,K,6-4,199,,,,,,,7,233
2017,Jake Butt,TE,6-5,246,,,,,,,5,145
2017,K.D. Cannon,WR,5-11,182,4.41,37,13,119,,,,
2017,Josh Carraway,DE,6-3,242,4.74,29.5,25,120,7.2,4.44,7,227
2017,Chris Carson,RB,6-0,218,4.58,37,23,130,,,7,249
2017,Cethan Carter,TE,6-3,241,4.68,,19,,,,,
2017,Jamal Carter,S,6-1,218,4.64,35,19,122,,,,
2017,Taco Charlton,DE,6-6,277,4.92,33,25,116,7.17,4.39,1,28
2017,Jehu Chesson,WR,6-3,204,4.47,35.5,10,132,6.7,4.09,4,139
2017,Chuck Clark,S,6-0,208,4.54,34,16,122,6.85,4.07,6,186
2017,Jeremy Clark,CB,6-3,220,,,20,,,,6,197
2017,Corey Clement,RB,5-10,220,4.68,28.5,19,115,,,,
2017,Chunky Clements,DT,6-2,301,,,23,,,,,
2017,Tarik Cohen,RB,5-6,179,4.42,31.5,11,118,,,4,119
2017,Stacy Coley,WR,6-1,195,4.45,34,10,122,,,7,219
2017,Aviante Collins,OG,6-4,295,4.81,,34,,,,,
2017,Gareon Conley,CB,6-0,195,4.44,37,11,129,6.68,4.18,1,24
2017,James Conner,RB,6-1,233,4.65,29,20,113,,,3,105
2017,Dalvin Cook,RB,5-10,210,4.49,30.5,22,116,7.27,4.53,2,41
2017,Ethan Cooper,OG,6-2,322,5.36,24.5,26,99,8.02,4.88,,
2017,Zach Cunningham,OLB,6-3,234,4.67,35,15,125,7.03,4.29,2,57
2017,Darrell Daniels,TE,6-3,247,4.55,32,17,116,7.09,4.47,,
2017,Amara Darboh,WR,6-2,214,4.45,36,17,124,,,3,106
2017,Julien Davenport,OT,6-7,318,5.45,27,18,106,7.57,4.69,,
2017,Corey Davis,WR,6-3,209,,,,,,,1,5
2017,Jarrad Davis,ILB,6-1,238,,,,,,,1,21
2017,Justin Davis,RB,6-1,208,,,21,,,,,
2017,Kevin Davis,ILB,6-2,235,4.91,30.5,11,110,7.18,4.38,,
2017,Keionta Davis,DE,6-3,271,,,,,,,,
2017,Robert Davis,WR,6-3,219,4.44,41,19,136,6.82,4.28,6,209
2017,Dion Dawkins,OG,6-4,314,5.11,26,26,106,7.3,4.78,2,63
2017,Matthew Dayes,RB,5-9,205,4.47,28,18,109,,,7,252
2017,Treston DeCoud,CB,6-2,206,4.62,31,11,116,,,5,169
2017,J.J. Dielman,OT,6-5,309,,,27,,,,5,176
2017,Joshua Dobbs,QB,6-3,216,4.64,33,,122,6.75,4.31,4,135
2017,Dylan Donahue,OLB,6-3,248,4.75,29.5,26,116,7.02,4.46,5,181
2017,Rasul Douglas,CB,6-2,209,4.59,33.5,16,120,6.97,4.26,3,99
2017,Jessamen Dunker,OG,6-4,318,4.98,28.5,23,108,,,,
2017,Malachi Dupre,WR,6-2,196,4.52,39.5,11,135,7.19,4.26,7,247
2017,Travin Dural,WR,6-1,202,4.57,30.5,,116,7.29,4.55,,
2017,Ken Ekanem,DE,6-3,257,4.88,30.5,,115,7.38,4.58,,
2017,Corn Elder,CB,5-10,183,4.55,,,,,,5,152
2017,Pat Elflein,C,6-3,303,5.32,23.5,22,99,7.94,4.71,3,70
2017,Jake Elliott,K,5-9,167,4.79,,,,,,5,153
2017,Brooks Ellis,ILB,6-2,240,4.79,29.5,18,115,6.8,4.25,,
2017,Jermaine Eluemunor,OG,6-4,332,5.22,,34,,,,5,159
2017,Evan Engram,TE,6-3,234,4.42,36,19,125,6.92,4.23,1,23
2017,Amba Etta-Tawo,WR,6-1,208,4.49,31,14,126,6.95,4.32,,
2017,Jerod Evans,QB,6-3,232,4.8,26.5,,112,,4.41,,
2017,Justin Evans,S,6-0,199,,,14,,,,2,50
2017,Gerald Everett,TE,6-3,239,4.62,37.5,22,126,6.99,4.33,2,44
2017,Dan Feeney,OG,6-4,305,5.24,28,26,101,7.52,4.68,3,71
2017,Devonte Fields,OLB,6-2,236,4.72,34,,124,7.4,4.5,,
2017,Isaiah Ford,WR,6-1,194,4.61,35.5,14,127,6.94,4.34,7,237
2017,Johnathan Ford,S,5-11,205,,,20,,,,6,208
2017,D'Onta Foreman,RB,6-0,233,,,18,,,,3,89
2017,Reuben Foster,ILB,6-0,229,,,,,,,1,31
2017,Leonard Fournette,RB,6-0,240,4.51,28.5,,,,,1,4
2017,Kyle Fuller,C,6-5,307,5.24,26,23,96,7.71,4.84,7,243
2017,Wayne Gallman,RB,6-0,215,4.6,29.5,21,120,7.17,4.28,4,140
2017,Antonio Garcia,OT,6-6,302,5.15,31,24,108,7.98,4.94,3,85
2017,Myles Garrett,DE,6-4,272,4.64,41,33,128,,,1,1
2017,Davon Gaudchaux,DT,6-3,310,5.27,,18,,,,5,178
2017,Ben Gedeon,ILB,6-2,244,4.75,34.5,27,119,6.98,4.13,4,120
2017,Avery Gennesy,OG,6-3,318,5.35,20,24,91,8.08,5,,
2017,Nate Gerry,S,6-2,218,4.58,30.5,17,122,,,5,184
2017,Shelton Gibson,WR,5-11,191,4.5,32,8,118,6.83,4.2,5,166
2017,Ryan Glasgow,DT,6-3,302,5.13,27.5,20,105,7.55,4.5,4,138
2017,Chris Godwin,WR,6-1,209,4.42,36,19,126,7.01,4,3,84
2017,Kenny Golladay,WR,6-4,218,4.5,35.5,18,120,7,4.15,3,96
2017,Zane Gonzalez,K,6-0,202,,,,,,,7,224
2017,Shaquill Griffin,CB,6-0,194,4.38,38.5,17,132,6.87,4.14,3,90
2017,Nate Hairston,CB,6-0,196,4.52,35.5,14,118,,,5,158
2017,Daeshon Hall,DE,6-5,266,4.76,36,18,123,7.03,4.38,3,77
2017,Chad Hansen,WR,6-2,202,4.53,35,11,119,6.74,4.13,4,141
2017,Sean Harlow,OG,6-4,303,5.15,30.5,26,105,8.16,4.81,4,136
2017,Connor Harris,ILB,5-11,242,4.73,33,18,114,7.13,4.31,,
2017,Charles Harris,DE,6-3,253,4.82,32,21,109,7.47,4.42,1,22
2017,Josh Harvey-Clemons,S,6-4,217,,31.5,12,121,,,7,230
2017,Keon Hatcher,WR,6-1,212,4.64,,16,,,,,
2017,DeAngelo Henderson,RB,5-7,208,4.48,34,20,120,,,,
2017,Carlos Henderson,WR,5-11,199,4.46,36,13,131,7.18,4.35,3,82
2017,Trey Hendrickson,DE,6-4,266,4.65,33.5,,122,7.03,4.2,3,103
2017,Treyvon Hester,DT,6-2,300,,,,,,,7,244
2017,Cole Hikutini,TE,6-4,247,,,20,,,,,
2017,Brian Hill,RB,6-1,219,4.54,34,15,125,7.03,4.32,5,156
2017,Delano Hill,S,6-1,216,4.47,33.5,17,115,6.96,4.27,3,95
2017,Bucky Hodges,TE,6-6,257,4.57,39,18,134,,4.45,6,201
2017,Colin Holba,LS,6-4,248,5.19,28,,115,,,6,213
2017,Will Holden,OT,6-7,311,5.47,28,23,111,7.71,4.72,5,157
2017,Mack Hollins,WR,6-4,221,4.53,,,,,,4,118
2017,Elijah Hood,RB,6-0,232,,,18,,,,7,242
2017,Malik Hooker,S,6-1,206,,,,,,,1,15
2017,Bug Howard,WR,6-4,221,4.58,37.5,,119,6.95,4.14,,
2017,O.J. Howard,TE,6-6,251,4.51,30,22,121,6.85,4.16,1,19
2017,Marlon Humphrey,CB,6-0,197,4.41,,10,125,6.75,,1,16
2017,Hayden Hunt,P,6-0,212,,,,,,,,
2017,Kareem Hunt,RB,5-10,216,4.62,36.5,18,119,,,3,86
2017,Rushel Shell III,RB,5-10,227,4.74,32.5,21,,,,,
2017,Danny Isidora,OG,6-3,306,5.03,29,26,94,8.13,4.9,5,180
2017,Adoree Jackson,CB,5-10,186,4.42,36,,122,,,1,18
2017,Eddie Jackson,S,6-0,201,,,10,,,,4,112
2017,Rayshawn Jenkins,S,6-1,214,4.51,37,19,128,,,4,113
2017,Dorian Johnson,OG,6-5,300,5.27,30,21,114,8.39,5.09,4,115
2017,Jadar Johnson,S,6-0,206,4.6,33,19,119,6.9,4.2,,
2017,Jaleel Johnson,DT,6-3,316,5.38,28,19,100,7.64,4.62,4,109
2017,John Johnson,S,6-1,205,4.61,37,14,119,6.72,4.18,3,91
2017,Roderick Johnson,OT,6-7,298,,,,,,,5,160
2017,Cameron Johnston,P,5-11,194,4.92,,,,,,,
2017,Aaron Jones,RB,5-9,208,4.56,37.5,16,127,6.82,4.2,5,182
2017,D.J. Jones,DT,6-1,319,5.04,28.5,25,108,7.73,4.65,6,198
2017,Jarron Jones,DT,6-6,316,5.33,20.5,22,,,,,
2017,Josh Jones,S,6-1,220,4.41,37.5,20,132,,,2,61
2017,Nazair Jones,DT,6-5,304,5.11,24.5,,101,7.93,4.63,3,102
2017,Sidney Jones,CB,6-0,186,4.47,33.5,,123,7.02,4.28,2,43
2017,Zay Jones,WR,6-2,201,4.45,36.5,15,133,6.79,4.01,2,37
2017,Victor Bolden Jr.,WR,5-8,178,4.54,32,9,117,6.83,4.22,,
2017,Bryan Cox Jr.,DE,6-3,265,4.89,26.5,16,109,7.36,4.46,,
2017,Anthony Walker Jr.,ILB,6-1,238,4.65,30.5,23,116,7.23,4.34,5,161
2017,Greg Ward Jr.,WR,5-11,186,,,10,,,,,
2017,Deatrich Wise Jr.,DE,6-5,274,4.92,33,22,124,,,4,131
2017,Brad Kaaya,QB,6-4,214,,,,,,,6,215
2017,Alvin Kamara,RB,5-10,214,4.56,39.5,15,131,,,3,67
2017,Damontae Kazee,CB,5-10,184,4.54,34,11,124,,,5,149
2017,Keith Kelsey,ILB,6-0,233,4.92,29.5,23,112,7.28,4.56,,
2017,Desmond King,S,5-10,201,,34,14,117,6.67,4.18,5,151
2017,Kevin King,CB,6-3,200,4.43,39.5,11,,6.56,3.89,2,33
2017,George Kittle,TE,6-4,247,4.52,35,18,132,,,5,146
2017,DeShone Kizer,QB,6-4,233,4.83,30.5,,107,7.4,4.53,2,52
2017,Trevor Knight,QB,6-1,219,4.54,35.5,,125,7.04,4.14,,
2017,Tanoh Kpassagnon,DE,6-7,289,4.83,30,23,128,7.46,4.62,2,59
2017,Cooper Kupp,WR,6-2,204,4.62,31,,116,6.75,4.08,3,69
2017,Forrest Lamp,OG,6-4,309,5,27.5,34,111,7.55,4.62,2,38
2017,Ashton Lampkin,CB,6-0,189,4.52,34.5,19,120,,,,
2017,Jerome Lane,WR,6-2,226,4.6,35,16,125,6.87,4.12,,
2017,Harvey Langi,ILB,6-2,251,,33,23,118,7,4.32,,
2017,Marshon Lattimore,CB,6-0,193,4.36,38.5,,132,,,1,11
2017,Carl Lawson,DE,6-2,261,4.67,33,35,114,7.46,4.19,4,116
2017,Javarius Leamon,OT,6-7,332,,23.5,22,,,,,
2017,Jeremiah Ledbetter,DT,6-3,280,4.84,32.5,29,113,7.55,4.56,6,205
2017,Cameron Lee,OG,6-5,312,5.44,25.5,18,100,8.02,4.75,,
2017,Marquel Lee,ILB,6-3,240,,31,25,118,,,5,168
2017,Jordan Leggett,TE,6-5,258,,33,18,114,7.12,4.33,5,150
2017,Mitch Leidner,QB,6-3,226,4.93,34.5,,123,6.96,4.25,,
2017,Corey Levin,OG,6-4,307,5.16,26.5,26,106,7.55,4.73,6,217
2017,Jourdan Lewis,CB,5-10,188,4.54,34.5,15,121,,,3,92
2017,William Likely,CB,5-7,180,,,15,,,,,
2017,Sefo Liufau,QB,6-3,232,5.08,27,,105,7.32,4.45,,
2017,T.J. Logan,RB,5-9,196,4.37,33.5,17,121,,,5,179
2017,Shalom Luani,S,5-11,202,4.55,31,12,116,6.87,4.21,7,221
2017,Keevan Lucas,WR,5-9,192,4.55,32.5,11,119,7.23,4.43,,
2017,Marlon Mack,RB,5-11,213,4.5,35.5,15,125,,,4,143
2017,Patrick Mahomes,QB,6-2,225,4.8,30,,114,6.88,4.08,1,10
2017,Josh Malone,WR,6-3,208,4.4,30.5,10,121,7.05,4.19,4,128
2017,Damien Mama,OG,6-3,334,5.84,24.5,,96,8.51,5.38,,
2017,Gabe Marks,WR,5-11,189,4.56,29.5,11,117,7.01,4.2,,
2017,Joe Mathis,DE,6-2,266,,,24,,,,,
2017,Arthur Maulet,CB,5-10,189,4.62,34.5,18,120,,,,
2017,Marcus Maye,S,6-0,210,,,,,,,2,39
2017,Christian McCaffrey,RB,5-11,202,4.48,37.5,10,121,6.57,4.22,1,8
2017,Conor McDermott,OT,6-8,307,5.18,28.5,,105,7.52,4.58,6,211
2017,Malik McDowell,DT,6-6,295,4.85,28.5,23,112,7.69,4.53,2,35
2017,Elijah McGuire,RB,5-10,214,4.53,36,15,120,7.26,4.56,6,188
2017,Isaiah McKenzie,WR,5-7,173,4.42,36,11,123,6.64,4.15,5,172
2017,Takkarist McKinley,OLB,6-2,250,4.59,33,24,122,7.48,4.62,1,26
2017,Raekwon McMillan,ILB,6-2,240,4.61,33,23,121,7.15,4.39,2,54
2017,Jeremy McNichols,RB,5-9,214,4.49,35.5,,121,6.93,4.28,5,162
2017,Obi Melifonwu,S,6-4,224,4.4,44,17,141,,,2,56
2017,Matt Milano,OLB,6-0,223,4.67,35,24,126,,,5,163
2017,Fabian Moreau,CB,6-0,206,4.35,38,,136,6.94,4.12,3,81
2017,Drew Morgan,WR,6-0,190,4.74,30,10,112,6.85,4.12,,
2017,Jordan Morgan,OG,6-3,309,5.36,27,21,102,8.13,4.73,5,147
2017,Avery Moss,DE,6-3,264,4.79,32.5,14,114,7.25,4.43,5,167
2017,Taylor Moton,OT,6-5,319,5.18,30.5,23,109,7.73,4.58,2,64
2017,Al-Quadin Muhammad,DE,6-3,253,4.88,30.5,22,117,7.25,4.47,6,196
2017,Jalen Myrick,CB,5-10,200,4.28,37.5,13,124,7.06,4.22,7,222
2017,Montae Nicholson,S,6-2,212,4.42,35,,125,,,4,123
2017,Hardy Nickerson,ILB,6-0,232,4.78,33,18,116,,4.38,,
2017,David Njoku,TE,6-4,246,4.64,37.5,21,133,6.97,4.34,1,29
2017,Speedy Noil,WR,5-11,199,,43.5,18,133,,,,
2017,Bradley Northnagel,LS,6-2,243,5.3,25.5,,99,,,,
2017,Noble Nwachukwu,DE,6-1,268,4.83,30.5,27,110,,,,
2017,Ifeadi Odenigbo,DE,6-3,258,4.72,31.5,25,128,7.26,4.4,7,220
2017,Dare Ogunbowale,RB,5-11,213,4.65,35,14,120,6.99,4.34,,
2017,Larry Ogunjobi,DE,6-3,305,4.97,32,26,116,7.55,4.75,3,65
2017,Tyler Orlosky,C,6-3,298,,,24,,,,,
2017,Scott Orndoff,TE,6-5,253,4.84,27,17,112,7.37,4.45,,
2017,Zach Pascal,WR,6-2,219,4.55,36,14,126,7.11,4.29,,
2017,Jabrill Peppers,S,5-11,213,4.46,35.5,19,128,,,1,25
2017,Samaje Perine,RB,5-11,233,4.65,33,30,116,7.26,4.37,4,114
2017,Nathan Peterman,QB,6-2,226,4.82,31,,110,7.14,4.31,5,171
2017,Carroll Phillips,OLB,6-3,242,4.64,30,23,123,7.06,4.37,,
2017,Hayden Plinke,TE,6-4,264,4.97,28,18,109,7.55,4.59,,
2017,Ethan Pocic,C,6-6,310,5.15,27,26,107,7.89,4.81,2,58
2017,Ejuan Price,OLB,5-11,241,4.84,31.5,20,117,,4.34,7,234
2017,Donnel Pumphrey,RB,5-8,176,4.48,33.5,5,117,,,4,132
2017,Elijah Qualls,DT,6-1,313,5.13,31.5,33,105,7.65,4.66,6,214
2017,James Quick,WR,6-0,186,4.6,31,11,115,7,4.39,,
2017,Ryan Ramczyk,OT,6-6,310,,,25,,,,1,32
2017,Michael Rector,WR,6-0,193,4.42,36.5,,129,6.77,4.19,,
2017,Haason Reddick,OLB,6-1,237,4.52,36.5,24,133,7.01,4.37,1,13
2017,Devine Redding,RB,5-8,205,4.76,30.5,16,116,7.18,4.46,,
2017,Jalen Reeves-Maybin,OLB,6-0,230,,,,,,,4,124
2017,Austin Rehkow,P,6-3,214,,,,,,,,
2017,Josh Reynolds,WR,6-3,194,4.52,37,,124,6.83,4.13,4,117
2017,Duke Riley,OLB,6-0,232,4.58,34.5,18,122,6.89,4.21,3,75
2017,Derek Rivers,DE,6-4,248,4.61,35,30,123,6.94,4.4,3,83
2017,Michael Roberts,TE,6-4,270,4.86,30,,110,7.05,4.51,4,127
2017,Jalen Robinette,WR,6-3,220,4.62,31.5,13,120,6.77,4.46,,
2017,Ezra Robinson,CB,5-11,189,4.47,34,13,130,,,,
2017,Cam Robinson,OT,6-6,322,5.15,26,,106,7.81,4.82,2,34
2017,Isaac Rochell,DE,6-4,280,4.89,31.5,25,114,,,7,225
2017,Darreus Rogers,WR,6-1,216,,26.5,8,112,7.22,4.54,,
2017,Sam Rogers,FB,5-10,231,4.93,32,19,114,7.27,4.34,6,206
2017,Fred Ross,WR,6-1,213,4.51,35,10,113,6.99,4.28,,
2017,John Ross,WR,5-11,188,4.22,37,,133,,,1,9
2017,Chase Roullier,C,6-4,312,5.54,26.5,19,97,7.6,4.47,6,199
2017,Travis Rudolph,WR,6-0,189,4.65,31.5,12,114,6.93,4.46,,
2017,Cooper Rush,QB,6-3,228,4.93,27,,105,7.23,4.47,,
2017,Seth Russell,QB,6-3,213,,,,,,,,
2017,Curtis Samuel,WR,5-11,196,4.31,37,18,119,7.09,4.33,2,40
2017,Eric Saubert,TE,6-5,253,,33,22,121,,,5,174
2017,Artavis Scott,WR,5-10,193,4.61,31,13,116,7.19,4.49,,
2017,Ricky Seals-Jones,WR,6-5,243,4.69,28,17,121,7.46,4.33,,
2017,Justin Senior,OT,6-5,331,5.55,23,,98,8.19,5.06,6,210
2017,Adam Shaheen,TE,6-6,278,4.79,32.5,24,121,7.09,4.38,2,45
2017,David Sharpe,OT,6-6,343,5.44,20.5,19,97,7.87,4.78,4,129
2017,Sojourn Shelton,CB,5-9,177,4.51,35,10,120,6.92,4.02,,
2017,Garrett Sickels,DE,6-3,261,4.9,28,20,105,7.21,4.41,,
2017,Nico Siragusa,OG,6-4,319,5.35,32,28,110,7.71,4.56,4,122
2017,Dan Skipper,OT,6-10,309,5.42,26,,97,7.61,5.01,,
2017,Tanzel Smart,DT,6-1,296,5.24,27,22,105,7.53,4.57,6,189
2017,De'Veon Smith,RB,5-11,223,,29,22,108,7.3,4.56,,
2017,Jonnu Smith,TE,6-3,248,4.62,38,22,127,,4.18,3,100
2017,JuJu Smith-Schuster,WR,6-1,215,4.54,32.5,15,120,,,2,62
2017,Dawuane Smoot,DE,6-3,264,4.77,29.5,,117,7.18,4.39,3,68
2017,Jeremy Sprinkle,TE,6-5,252,4.69,29,,116,,,5,154
2017,Jamari Staples,WR,6-3,195,4.51,36,,130,,,,
2017,Freddie Stevenson,FB,6-0,234,4.75,28,24,111,7.65,4.45,,
2017,ArDarius Stewart,WR,5-11,204,4.49,34,,124,,,3,79
2017,Channing Stribling,CB,6-1,188,4.6,31.5,5,114,6.94,4.56,,
2017,Cameron Sutton,CB,5-11,188,4.52,34,11,120,6.81,,3,94
2017,Ryan Switzer,WR,5-8,181,4.51,32,11,116,6.77,4,4,133
2017,Teez Tabor,CB,6-0,199,4.62,31,9,120,,,2,53
2017,Cordrea Tankersley,CB,6-1,199,4.4,29.5,13,121,7,4.32,3,97
2017,Pita Taumoepenu,OLB,6-1,243,4.67,28.5,24,112,6.91,4.33,6,202
2017,Taywan Taylor,WR,5-11,203,4.5,33.5,13,132,6.57,4.21,3,72
2017,Trent Taylor,WR,5-8,181,4.63,33,13,117,6.74,4.01,5,177
2017,Vincent Taylor,DT,6-3,304,5.07,28.5,26,108,7.58,4.72,6,194
2017,Sam Tevi,OT,6-5,311,5.27,26,15,107,7.84,4.6,6,190
2017,Nate Theaker,OG,6-5,315,5.41,27,23,105,7.97,4.89,,
2017,Jahad Thomas,RB,5-10,190,4.62,32,11,116,,,,
2017,Noel Thomas,WR,6-0,205,4.63,32.5,9,118,,,,
2017,Solomon Thomas,DE,6-3,273,4.69,35,30,126,6.95,4.28,1,3
2017,Tedric Thompson,S,6-0,204,4.6,32.5,17,117,7.11,4.36,4,111
2017,Jack Tocho,CB,6-0,202,4.54,35,21,125,,,7,245
2017,Dalvin Tomlinson,DT,6-3,310,5.19,27,,110,7.68,4.59,2,55
2017,Jon Toth,C,6-5,307,5.51,25.5,21,100,8.09,4.84,,
2017,Damarius Travis,S,6-1,206,,32.5,13,115,7.08,4.28,,
2017,Mitchell Trubisky,QB,6-2,222,4.67,27.5,,116,6.87,4.25,1,2
2017,Stevie Tu'Ikolovatu,DT,6-1,331,5.45,24.5,28,91,7.83,5,7,223
2017,Michael Tyson,S,6-1,204,4.56,33,17,118,,,6,187
2017,Jerry Ugokwe,OT,6-7,321,5.61,26,18,103,8.35,5.17,,
2017,Conrad Ukropina,K,6-0,190,,,,,,,,
2017,Tanner Vallejo,ILB,6-1,228,4.67,33.5,,121,,4.39,6,195
2017,Eddie Vanderdoes,DT,6-3,305,4.99,28.5,28,111,7.69,4.39,3,88
2017,Justin Vogel,P,6-4,219,4.7,34,,,,,,
2017,Charles Walker,DT,6-2,310,4.96,28,25,107,7.89,4.96,,
2017,DeMarcus Walker,DE,6-4,280,,,18,,,,2,51
2017,Carlos Watkins,DT,6-3,309,,,25,,,,4,142
2017,Deshaun Watson,QB,6-2,221,4.66,32.5,,119,6.95,4.31,1,12
2017,T.J. Watt,OLB,6-4,252,4.69,37,21,128,6.79,4.13,1,30
2017,Davis Webb,QB,6-5,229,4.79,33,,118,6.92,4.21,3,87
2017,Dede Westbrook,WR,6-0,178,,,,,,,4,110
2017,Chad Wheeler,OT,6-7,306,5.48,20.5,15,105,,5.01,,
2017,Marquez White,CB,6-0,194,4.59,36,,123,,,6,216
2017,TreDavious White,CB,5-11,192,4.47,32,16,119,6.9,4.32,1,27
2017,Kermit Whitfield,WR,5-8,185,4.44,32.5,8,120,7.17,4.37,,
2017,Jamaal Williams,RB,6-0,212,4.59,30,,123,7.25,4.53,4,134
2017,Joe Williams,RB,5-11,210,4.41,35,14,125,7.19,4.19,4,121
2017,Marcus Williams,S,6-1,202,4.56,43.5,14,129,6.85,4.2,2,42
2017,Mike Williams,WR,6-4,218,,32.5,15,121,,,1,7
2017,Stanley Williams,RB,5-7,190,4.51,36,18,121,6.86,4.18,,
2017,Tim Williams,OLB,6-3,244,4.68,33.5,,124,7.36,4.57,3,78
2017,Jordan Willis,DE,6-4,255,4.53,39,24,125,6.85,4.28,3,73
2017,Howard Wilson,CB,6-1,184,4.57,33.5,,119,6.68,3.94,4,126
2017,Jesus Wilson,WR,5-9,189,4.57,,10,119,,4.57,,
2017,Quincy Wilson,CB,6-1,211,4.54,32,14,118,6.86,4.02,2,46
2017,Ahkello Witherspoon,CB,6-3,198,4.45,40.5,,127,6.93,4.13,3,66
2017,Xavier Woods,S,5-11,197,4.54,33.5,19,122,6.72,4.13,6,191
2017,Chris Wormley,DT,6-5,298,,,23,,,,3,74
2018,Dante Pettis,WR,6-0,186,,,,,,,2,44
2018,Kemoko Turay,EDGE,6-5,253,4.65,,,,,,2,52
2018,Josh Adams,RB,6-2,213,,,18,,,,,
2018,Ola Adeniyi,EDGE,6-2,248,4.83,31.5,26,,7.21,4.28,,
