Year,Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Round,Pick
2012,Marvin Jones,WR,6-2,199,4.46,33,22,112,6.81,4.11,5,166
2012,Marcel Jones,OT,6-6,320,5.57,27.5,13,95,8.03,5.12,7,234
2012,Coryell Judie,CB,6-0,194,4.45,37,,126,7.33,4.25,,
2012,Josh Kaddu,OLB,6-3,239,4.67,34,20,119,,,5,155
2012,Matt Kalil,OT,6-7,306,4.96,27,30,,7.33,4.65,1,4
2012,Jermaine Kearse,WR,6-1,209,4.5,34,14,119,7.03,4.12,,
2012,Case Keenum,QB,6-1,208,4.72,32.5,,103,,,,
2012,Senio Kelemete,OG,6-4,307,5.39,25,21,101,7.77,4.58,5,151
2012,Mychal Kendricks,ILB,5-11,239,4.44,39.5,24,127,,4.19,2,46
2012,Dre Kirkpatrick,CB,6-2,186,4.5,35,,120,,,1,17
2012,Peter Konz,C,6-5,314,5.16,,18,,,,2,55
2012,Luke Kuechly,ILB,6-3,242,4.58,38,27,123,6.92,4.12,1,9
2012,Markus Kuhn,DT,6-5,299,4.87,34.5,28,112,7.43,4.41,7,239
2012,Ronald Leary,OG,6-3,315,5.23,29,30,104,7.87,4.91,,
2012,Josh LeRibeus,OG,6-3,312,5.31,26,29,96,7.64,4.65,3,71
2012,Ronnell Lewis,OLB,6-2,253,4.65,31,36,112,7.09,4.4,4,125
2012,Travis Lewis,OLB,6-1,246,4.83,36,22,122,,,7,223
2012,Ryan Lindley,QB,6-4,229,4.86,29.5,,108,7.52,4.45,6,185
2012,Brandon Lindsey,OLB,6-2,254,4.85,33,23,117,7.36,4.28,,
2012,Shawn Loiseau,ILB,6-0,244,4.74,32.5,19,109,,,,
2012,Joe Looney,OG,6-3,309,5.02,,26,,,,4,117
2012,Andrew Luck,QB,6-4,234,4.59,36,,124,6.8,4.28,1,1
2012,D'Anton Lynn,CB,6-0,206,4.71,31.5,17,111,,,,
2012,Terrell Manning,OLB,6-2,237,4.71,32.5,22,114,7.18,4.43,5,163
2012,Brandon Marshall,OLB,6-1,242,4.72,30.5,28,108,7.05,4.09,5,142
2012,Kyle Martens,P,6-5,226,4.92,,,,,,,
2012,Doug Martin,RB,5-9,223,4.46,36,28,120,6.79,4.16,1,31
2012,Jonathan Martin,OT,6-5,312,5.27,,,,,,2,42
2012,Keshawn Martin,WR,5-11,188,4.42,39.5,13,122,6.85,4.13,4,121
2012,Markelle Martin,S,6-1,207,4.47,,19,,,,6,190
2012,Mike Martin,DT,6-1,306,4.8,33.5,36,113,7.19,4.25,3,82
2012,Jonathan Massaquoi,OLB,6-2,264,4.81,33.5,20,120,7.38,4.53,5,164
2012,Bobby Massie,OT,6-6,316,5.18,27.5,22,103,7.7,4.95,4,112
2012,Rishard Matthews,WR,6-0,217,4.54,36,20,,6.88,4.19,7,227
2012,Marquis Maze,WR,5-8,186,4.51,33.5,,112,,,,
2012,Matt McCants,OT,6-6,308,5.4,25.5,17,97,,,6,201
2012,Antoine McClain,OG,6-5,329,5.48,27,19,91,8.13,4.82,,
2012,Shea McClellin,OLB,6-3,260,4.62,31.5,19,118,7.07,4.33,1,19
2012,Kelcie McCray,S,6-2,202,4.48,30.5,12,122,7,4.29,,
2012,Jerron McMillian,S,5-11,203,4.47,36.5,17,120,6.69,4.22,4,133
2012,Marvin McNutt,WR,6-3,216,4.48,37,,122,7.15,4.07,6,194
2012,Caleb McSurdy,ILB,6-1,245,4.82,30,26,110,7.26,4.28,7,222
2012,Vaughn Meatoga,DT,6-1,294,4.93,30,27,108,7.1,4.21,,
2012,Davin Meggett,RB,5-8,211,4.5,35,23,118,7.14,4.32,,
2012,DeQuan Menzie,CB,5-11,202,4.65,33,,116,,,5,146
2012,Whitney Mercilus,DE,6-4,261,4.68,32,27,118,7.17,4.53,1,26
2012,Lamar Miller,RB,5-11,212,4.34,33,,,,,4,97
2012,Ryan Miller,OG,6-7,321,5.16,28,32,100,7.72,4.78,5,160
2012,Chase Minnifield,CB,5-10,183,4.63,,7,,,,,
2012,Charles Mitchell,S,5-11,202,4.56,37,19,127,6.93,4.22,6,192
2012,David Molk,C,6-1,298,5.18,,41,,,,7,226
2012,Rennie Moore,DT,6-3,268,5,30.5,21,109,,4.53,,
2012,Kashif Moore,WR,5-9,180,4.36,43.5,19,126,6.82,4.05,,
2012,Kellen Moore,QB,6-0,197,4.82,27,,99,7.41,4.56,,
2012,Alfred Morris,RB,5-10,219,4.63,35.5,16,117,7.01,4.19,6,173
2012,Brandon Mosley,OT,6-6,314,5.14,27,30,103,7.43,4.78,4,131
2012,Derek Moye,WR,6-4,209,4.46,33.5,10,115,,4.23,,
2012,Tyler Nielsen,OLB,6-3,238,4.63,,21,,7.27,4.31,,
2012,Lucas Nix,OG,6-5,317,5.36,29.5,,102,7.81,4.9,,
2012,Josh Norman,CB,6-0,197,4.61,33,14,124,7.09,4.23,5,143
2012,Brad Nortman,P,6-2,213,4.78,,,,,,6,207
2012,Josh Oglesby,OT,6-7,338,5.75,28.5,22,,,,,
2012,Kelechi Osemele,OT,6-5,333,5.22,26.5,32,104,7.91,4.87,2,60
2012,Brock Osweiler,QB,6-7,242,4.83,,,,,,2,57
2012,Chris Owusu,WR,6-0,196,4.36,40.5,19,129,6.85,4.11,,
2012,Eric Page,WR,5-9,186,4.5,30,15,112,6.95,3.98,,
2012,Donte Paige-Moss,DE,6-3,268,4.67,,26,,,,,
2012,David Paulson,TE,6-3,246,4.79,32,21,110,7.18,4.4,7,240
2012,Isaiah Pead,RB,5-10,197,4.39,33,,116,6.95,4.32,2,50
2012,Micah Pellerin,CB,6-0,194,4.52,33,14,116,,,,
2012,Nick Perry,DE,6-3,271,4.55,38.5,35,124,7.25,4.66,1,28
2012,DeAngelo Peterson,TE,6-3,243,4.69,36,18,121,7.19,,,
2012,Bernard Pierce,RB,6-0,218,4.45,36.5,17,123,7.07,4.28,3,84
2012,Eddie Pleasant,S,5-10,211,4.53,33.5,22,116,7.12,4.28,,
2012,Dontari Poe,DT,6-3,346,4.89,29.5,44,105,7.9,4.56,1,11
2012,Chris Polk,RB,5-10,215,4.52,31.5,,111,7.13,4.21,,
2012,Tauren Poole,RB,5-10,205,4.48,34,24,118,7.36,4.19,,
2012,DeVier Posey,WR,6-2,211,4.39,36.5,14,123,7.03,4.15,3,68
2012,Nate Potter,OT,6-6,303,5.26,28.5,22,100,7.49,4.67,7,221
2012,Tydreke Powell,DT,6-2,311,5.28,28.5,29,99,7.31,4.62,,
2012,Chaz Powell,CB,6-0,203,4.42,33,17,121,6.84,4.16,,
2012,Shawn Powell,P,6-4,248,5.06,,,,,,,
2012,Shaun Prater,CB,5-10,190,4.5,,14,,,,5,156
2012,DeAndre Presley,CB,5-10,185,4.53,32,8,114,7.19,4.28,,
2012,Nick Provo,TE,6-3,237,4.76,,,,,,,
2012,Cyhl Quarles,S,6-1,213,4.54,32.5,19,119,7.21,4.32,,
2012,Brian Quick,WR,6-3,220,4.5,34,15,119,7.1,4.23,2,33
2012,Chris Rainey,RB,5-8,180,4.36,36.5,16,120,6.5,3.93,5,159
2012,Kheeston Randall,DT,6-5,293,5,34,28,111,7.49,4.84,7,215
2012,Rueben Randle,WR,6-3,210,4.55,31,15,121,6.99,4.36,2,63
2012,Antwuan Reed,CB,5-10,188,4.58,36.5,14,124,,4.2,,
2012,Riley Reiff,OT,6-6,313,5.16,26.5,23,98,7.87,4.75,1,23
2012,Beau Reliford,TE,6-5,256,4.84,,,,,,,
2012,Kendall Reyes,DT,6-4,299,4.82,34.5,36,113,7.43,4.53,2,49
2012,Matt Reynolds,OT,6-4,302,5.27,,25,,,,,
2012,Sean Richardson,S,6-2,216,4.43,38.5,22,128,7.01,4.44,,
2012,Trent Richardson,RB,5-9,228,4.48,,,,,,1,3
2012,Travian Robertson,DT,6-4,302,5.12,26,30,102,,,7,249
2012,Gerell Robinson,WR,6-3,227,4.54,35.5,,113,,4.15,,
2012,Trenton Robinson,S,5-10,195,4.46,35,15,125,,4.15,,
2012,Josh Robinson,CB,5-10,199,4.29,38.5,17,133,6.55,3.97,3,66
2012,Keenan Robinson,ILB,6-3,242,4.72,35.5,27,120,,,4,119
2012,James Rodgers,WR,5-7,184,4.61,37,19,115,,4.23,,
2012,Evan Rodriguez,FB,6-1,239,4.53,36,18,119,6.94,4.28,4,111
2012,Brett Roy,DT,6-3,275,5,30.5,32,108,7.31,4.62,,
2012,Zebrie Sanders,OT,6-6,320,5.33,27,28,100,8.15,4.99,5,144
2012,Mohamed Sanu,WR,6-1,211,4.62,36,19,126,6.88,4.22,3,83
2012,Quentin Saulsberry,C,6-2,304,5.28,22,26,90,8.19,4.99,,
2012,Mitchell Schwartz,OT,6-5,318,5.38,26.5,23,89,7.86,4.87,2,37
2012,Darrell Scott,RB,6-0,231,4.68,31.5,,,,,,
2012,Coty Sensabaugh,CB,5-11,189,4.33,37,15,122,6.6,4.06,4,115
2012,Derrick Shelby,DE,6-3,266,4.87,35.5,26,116,7.09,4.5,,
2012,Amini Silatolu,OG,6-4,311,5.33,31.5,28,107,7.95,4.87,2,40
2012,Harrison Smith,S,6-2,213,4.54,34,19,122,6.63,4.12,1,29
2012,Jacquies Smith,DE,6-3,253,4.75,31.5,21,110,7.25,4.31,,
2012,Scott Solomon,DE,6-3,262,4.88,35,34,124,7.17,4.25,7,211
2012,Sean Spence,OLB,5-11,231,4.66,33.5,12,119,7.46,4.28,3,86
2012,Brian Stahovich,P,6-0,211,4.78,,,,,,,
2012,Ryan Steed,CB,5-10,195,4.64,34,12,121,6.94,4.22,,
2012,Donald Stephenson,OT,6-5,312,4.94,35.5,19,114,7.52,4.78,3,74
2012,Devon Still,DT,6-5,303,5.01,29.5,26,,,,2,53
2012,Tommy Streeter,WR,6-5,219,4.37,33,17,125,7.08,,6,198
2012,Nathan Stupar,OLB,6-2,241,4.65,31,21,116,6.84,4.28,7,230
2012,J.R. Sweezy,DT,6-5,298,4.97,36,21,113,7.4,4.41,7,225
2012,Alameda Ta'amu,DT,6-2,348,5.3,26,35,103,,,4,109
2012,Ryan Tannehill,QB,6-4,221,4.65,,,,,,1,8
2012,Brandon Taylor,S,5-11,209,4.52,33.5,,118,7.32,4.37,3,73
2012,Dave Teggart,K,6-0,201,5.25,,,,,,,
2012,Darron Thomas,QB,6-3,220,4.77,36,14,121,7.17,4.28,,
2012,Johnny Thomas,S,5-10,206,4.57,35.5,20,123,7.01,4.25,,
2012,Phillip Thomas,S,5-11,198,4.68,33,14,122,,,4,119
2012,Brandon Thompson,DT,6-2,314,5.2,31,35,100,7.97,4.71,3,93
2012,Christian Thompson,S,6-0,211,4.42,31.5,18,122,7.33,4.13,4,130
2012,Andrew Tiller,OG,6-4,324,5.44,23,16,85,7.92,4.8,6,179
2012,Nick Toon,WR,6-2,215,4.49,37.5,18,,,,4,122
2012,Danny Trevathan,OLB,6-0,237,4.84,31.5,18,111,,,6,188
2012,Johnnie Troutman,OG,6-4,325,5.52,27.5,31,,7.96,5,5,149
2012,Christian Tupou,DT,6-2,289,5.38,24,30,92,8.07,4.87,,
2012,Robert Turbin,RB,5-10,222,4.42,36,28,122,7.16,4.31,4,106
2012,Marc Tyler,RB,5-11,219,4.7,30.5,19,110,,,,
2012,DeAngelo Tyson,DT,6-2,315,5,,,,,,7,236
2012,Courtney Upshaw,DE,6-2,272,4.74,,22,,,,2,35
2012,Olivier Vernon,DE,6-2,261,4.73,34.5,31,122,7.39,4.5,3,72
2012,Trevin Wade,CB,5-10,192,4.52,34.5,18,116,6.87,4,7,245
2012,Dustin Waldron,OT,6-5,305,5.23,26,29,103,7.93,4.75,,
2012,Blair Walsh,K,5-9,187,4.96,,,,,,6,175
2012,Brandon Washington,OG,6-3,320,5.14,25,28,101,8.22,4.87,6,200
2012,Rokevious Watkins,OG,6-4,338,5.29,27,,102,7.87,4.9,5,150
2012,Brandon Weeden,QB,6-3,221,4.89,,,,,,1,22
2012,Corey White,S,5-11,206,4.53,37.5,15,126,6.72,4.22,5,162
2012,Jordan White,WR,6-0,208,4.63,35,14,119,6.84,4.13,7,244
2012,Tahir Whitehead,OLB,6-1,233,4.62,37,21,124,7.14,4.37,5,138
2012,Fozzy Whittaker,RB,5-9,193,4.49,,20,,,,,
2012,Carson Wiggs,K,6-1,221,4.91,,,,,,,
2012,Kyle Wilber,OLB,6-4,249,4.73,33.5,25,117,7.11,4.31,4,113
2012,David Wilson,RB,5-10,206,4.38,41,,132,7.09,4.12,1,32
2012,Russell Wilson,QB,5-11,204,4.53,34,,118,6.97,4.09,3,75
2012,Billy Winn,DE,6-4,294,4.86,27,24,107,7.37,4.44,6,205
2012,Patrick Witt,QB,6-3,225,5.06,31.5,,101,7.14,4.37,,
2012,Derek Wolfe,DT,6-5,295,4.93,33.5,33,108,7.26,4.44,2,36
2012,Jerel Worthy,DT,6-2,308,5,28.5,,107,7.6,4.56,2,51
2012,Jarius Wright,WR,5-10,182,4.39,38,11,120,6.93,4.03,4,118
2012,Kendall Wright,WR,5-10,196,4.49,38.5,,121,6.93,4.18,1,20
2012,Devon Wylie,WR,5-9,187,4.36,39,17,123,,,4,107
2012,Desmond Wynn,OG,6-5,303,4.98,32.5,28,,,,,
2012,Kevin Zeitler,OG,6-4,314,5.32,29,32,101,7.77,4.61,1,27
2012,Markus Zusevics,OT,6-5,303,5.08,,,,,,,
2013,Oday Aboushi,OT,6-5,308,5.41,23.5,17,100,7.92,4.84,5,141
2013,Johnny Adams,CB,5-10,185,4.48,,16,,,,,
2013,Robert Alford,CB,5-10,188,4.39,40,17,132,6.89,4.23,2,60
2013,Keenan Allen,WR,6-2,206,4.58,,,,,,3,76
2013,Ryan Allen,P,6-1,229,4.98,,,,,,,
2013,Zach Allen,OG,6-2,332,5.43,,32,,,,,
2013,Kiko Alonso,ILB,6-3,238,4.74,,,,,,2,46
2013,David Amerson,CB,6-1,205,4.44,35.5,15,127,,,2,51
2013,C.J. Anderson,RB,5-8,224,4.6,32,17,119,7.15,4.12,,
2013,Ziggy Ansah,DE,6-5,271,4.56,34.5,21,118,7.11,4.26,1,5
2013,Marc Anthony,CB,5-11,196,4.63,35,12,118,6.74,4.07,7,247
2013,Terron Armstead,OT,6-5,306,4.71,34.5,31,112,7.62,4.72,3,75
2013,Tavon Austin,WR,5-8,174,4.34,32,14,120,,4.01,1,8
2013,Jeff Baca,OG,6-3,302,5.03,26.5,,100,7.26,4.44,6,196
2013,Alvin Bailey,OG,6-3,312,4.95,,27,,,,,
2013,Stedman Bailey,WR,5-10,193,4.52,34.5,11,117,6.81,4.09,3,92
2013,David Bakhtiari,OT,6-4,299,5.18,25.5,28,101,7.7,4.74,4,109
2013,Montee Ball,RB,5-10,214,4.66,32,15,118,6.88,4.4,2,58
2013,Johnthan Banks,CB,6-2,185,4.61,34,10,125,6.97,4.27,2,43
2013,Chris Barker,OG,6-3,305,5.25,27.5,29,99,8.09,4.77,,
2013,Matt Barkley,QB,6-2,227,4.91,,,,,,4,98
2013,Kenjon Barner,RB,5-9,196,4.52,35.5,20,122,6.87,4.2,6,182
2013,T.J. Barnes,DT,6-6,369,5.3,22,25,97,8.26,4.96,,
2013,Sam Barrington,ILB,6-1,246,4.91,32.5,22,117,,,7,232
2013,David Bass,DE,6-4,262,4.84,30.5,20,111,7.07,4.33,7,233
2013,Steve Beauharnais,ILB,6-1,240,4.84,33,19,118,6.99,4.2,7,235
2013,Nick Becton,OT,6-5,323,5.2,29.5,19,109,7.77,4.57,,
2013,Le'Veon Bell,RB,6-1,230,4.6,31.5,24,118,6.75,4.24,2,48
2013,Giovani Bernard,RB,5-8,202,4.53,33.5,19,122,6.91,4.12,2,37
2013,Tommy Bohanon,FB,6-1,246,4.88,35,36,119,7.27,4.42,7,215
2013,Travis Bond,OG,6-6,329,5.27,22.5,22,98,7.85,4.96,7,214
2013,Alan Bonner,WR,5-10,193,4.59,33,14,117,,4.15,6,195
2013,Zach Boren,FB,5-11,238,5,32,25,109,7.28,4.44,,
2013,Jon Bostic,OLB,6-1,245,4.59,32.5,22,118,6.99,4.24,2,50
2013,Josh Boyce,WR,5-11,206,4.38,34,22,131,6.68,4.1,4,102
2013,Josh Boyd,DT,6-3,310,5.14,26.5,32,104,7.16,4.64,5,167
2013,John Boyett,S,5-10,204,4.64,,27,,,,6,192
2013,Tyler Bray,QB,6-6,232,5.05,,,100,7.2,4.51,,
2013,Dylan Breeding,P,6-1,213,4.74,29,11,110,,,,
2013,Arthur Brown,OLB,6-0,241,4.62,,,116,,,2,56
2013,Braden Brown,OT,6-5,310,5.2,28,26,100,7.43,4.7,,
2013,Marlon Brown,WR,6-4,213,4.63,,,,,,,
2013,Armonty Bryant,DE,6-4,263,4.86,31.5,,118,7.32,5,7,217
2013,Michael Buchanan,DE,6-5,255,4.78,33,22,113,6.91,4.44,7,226
2013,Rex Burkhead,RB,5-10,214,4.73,39,21,125,6.85,4.09,6,190
2013,Adrian Bushell,CB,5-9,186,4.58,33,17,116,6.92,4.25,,
2013,Colby Cameron,QB,6-2,212,4.78,30.5,,112,6.98,4.28,,
2013,Anthony Cantele,K,5-10,180,4.76,,,,,,,
2013,Tank Carradine,DE,6-4,276,4.9,,28,,,,2,40
2013,Braxston Cave,C,6-3,303,5.33,25.5,,98,7.81,4.71,,
2013,Emmett Cleary,OT,6-7,316,5.21,28.5,24,108,7.81,4.7,,
2013,Jamie Collins,OLB,6-3,250,4.64,41.5,19,139,7.1,4.32,2,52
2013,Sanders Commings,CB,6-0,216,4.41,34.5,,117,7.1,4.3,5,134
2013,Jonathan Cooper,OG,6-2,311,5.07,27,35,108,7.78,4.84,1,7
2013,Bobby Cowan,P,6-4,219,5.13,,,,,,,
2013,Justice Cunningham,TE,6-3,258,4.94,31.5,,116,7.12,4.45,7,254
2013,Jonathan Cyprien,S,6-0,217,4.64,38.5,,,,,2,33
2013,Knile Davis,RB,5-11,227,4.37,33.5,31,121,6.96,4.38,3,96
2013,Marcus Davis,WR,6-3,233,4.56,39.5,19,120,7.15,,,
2013,Will Davis,CB,5-11,186,4.51,35.5,16,127,6.52,4.02,3,93
2013,Everett Dawkins,DT,6-2,292,5.06,30,23,103,7.61,4.88,7,229
2013,Jordan Devey,OT,6-7,317,5.25,24,21,98,7.91,4.77,,
2013,Quinton Dial,DT,6-5,318,5.29,,,,,,5,157
2013,Aaron Dobson,WR,6-3,210,4.37,,,,,,2,59
2013,Alex Dunnachie,P,6-3,217,4.97,,,,,,,
2013,Zac Dysert,QB,6-3,231,4.81,,,,,,7,234
2013,Lavar Edwards,DE,6-4,277,4.8,33,,119,7.03,4.51,5,142
2013,Mike Edwards,CB,5-9,189,4.56,36,14,124,6.94,4.18,3,99
2013,Tyler Eifert,TE,6-5,250,4.68,35.5,22,119,6.92,4.32,1,21
2013,Matt Elam,S,5-10,208,4.43,35.5,17,118,,,1,32
2013,Andre Ellington,RB,5-9,199,4.61,34,,122,,,6,187
2013,Zach Ertz,TE,6-5,249,4.76,30.5,24,111,7.08,4.47,2,35
2013,Gavin Escobar,TE,6-6,254,4.84,32,,114,7.07,4.31,2,47
2013,Josh Evans,S,6-1,207,4.58,34.5,,123,6.64,4.1,6,169
2013,Chris Faulk,OT,6-5,331,5.08,,25,,,,,
2013,Joseph Fauria,TE,6-7,259,4.82,,17,,,,,
2013,Eric Fisher,OT,6-7,306,5.05,28.5,27,116,7.59,4.44,1,1
2013,Sharrif Floyd,DT,6-3,297,4.92,30,,106,7.4,4.75,1,23
2013,D.J. Fluker,OT,6-5,339,5.31,,21,,,,1,11
2013,Manese Foketi,OG,6-5,318,5.54,23.5,25,102,8.11,5.06,,
2013,Michael Ford,RB,5-9,210,4.5,38.5,25,130,6.87,4.25,,
2013,Reid Fragel,OT,6-8,308,5.14,30,33,113,7.62,4.68,7,240
2013,Johnathan Franklin,RB,5-10,205,4.49,31.5,18,115,6.89,4.31,4,125
2013,Travis Frederick,C,6-4,312,5.58,28.5,21,97,7.81,4.76,1,31
2013,Corey Fuller,WR,6-2,204,4.43,31.5,12,120,,,6,171
2013,Matt Furstenburg,TE,6-4,242,4.62,35.5,18,115,7.09,4.35,,
2013,Rogers Gaines,OT,6-6,334,5.24,23,28,,,5.24,,
2013,Kwame Geathers,DT,6-5,342,5.44,26.5,,96,8.11,5.27,,
2013,William Gholston,DE,6-6,281,4.96,28.5,23,110,7.2,4.59,4,126
2013,Garrett Gilkey,OT,6-6,318,5.29,30,28,108,7.65,4.75,7,227
2013,Mike Gillislee,RB,5-11,208,4.55,30.5,15,119,7.12,4.4,5,164
2013,Mike Glennon,QB,6-7,225,4.94,26.5,,102,7.49,4.52,3,73
2013,Tyrone Goard,WR,6-4,205,4.5,36,10,123,6.9,4.39,,
2013,Zaviar Gooden,OLB,6-1,234,4.47,34,27,131,6.71,4.18,3,97
2013,Malliciah Goodman,DE,6-4,276,4.87,31.5,26,114,,,4,127
2013,Marquise Goodwin,WR,5-9,183,4.27,,13,132,,,3,78
2013,Chris Gragg,TE,6-3,244,4.5,37.5,18,125,7.08,4.51,7,222
2013,Ray Graham,RB,5-9,199,4.8,32.5,18,112,7.17,4.21,,
2013,Dwayne Gratz,CB,5-11,201,4.47,38,22,125,6.7,4.15,3,64
2013,MarQueis Gray,QB,6-3,240,4.65,30,15,111,7.25,4.3,,
2013,Khaseem Greene,OLB,6-1,241,4.71,30,17,116,7.58,4.2,4,117
2013,Cory Grissom,DT,6-1,306,5.31,27.5,22,97,7.79,4.81,,
2013,Cobi Hamilton,WR,6-2,212,4.56,29.5,11,107,,4.31,6,197
2013,Johnathan Hankins,DT,6-3,320,5.31,26,,104,7.59,4.61,2,49
2013,D.J. Harper,RB,5-9,211,4.52,33.5,23,120,7.07,4.35,,
2013,Chris Harper,WR,6-1,229,4.55,35.5,20,116,6.89,4.39,4,123
2013,Montel Harris,RB,5-8,208,4.68,32.5,19,113,6.95,4.18,,
2013,Mark Harrison,WR,6-3,231,4.46,38.5,17,129,6.99,4.33,,
2013,Tanner Hawkinson,OT,6-5,298,5.07,28.5,,112,7.52,4.51,5,156
2013,Terry Hawthorne,CB,6-0,195,4.44,35.5,13,116,,,5,150
2013,D.J. Hayden,CB,5-11,191,4.4,,,,,,1,12
2013,Brandon Hepburn,ILB,6-2,240,4.68,32,21,124,7.4,4.55,7,245
2013,Eric Herman,OG,6-4,320,5.25,28,36,95,7.99,5.09,7,225
2013,Aaron Hester,CB,6-2,198,4.62,29,,112,7.26,4.33,,
2013,Jordan Hill,DT,6-1,303,5.23,22.5,28,103,7.49,4.51,3,87
2013,Gerald Hodges,OLB,6-1,243,4.78,,22,119,,,4,120
2013,DeVonte Holloman,OLB,6-1,243,4.76,33,15,113,7.3,4.26,6,185
2013,Khaled Holmes,C,6-3,302,5.29,,13,,,,4,121
2013,DeAndre Hopkins,WR,6-1,214,4.57,36,15,115,,4.5,1,27
2013,Dustin Hopkins,K,6-2,193,4.74,33.5,,116,,,6,177
2013,Josh Hubner,P,6-4,232,5.06,,13,,,,,
2013,Montori Hughes,DT,6-4,329,5.23,26.5,22,104,7.85,4.7,5,139
2013,Margus Hunt,DE,6-8,277,4.62,34.5,38,121,7.07,4.51,2,53
2013,Justin Hunter,WR,6-4,196,4.44,39.5,,136,,4.33,2,34
2013,Micah Hyde,CB,6-0,197,4.56,33,12,121,6.78,4.2,5,159
2013,Luke Ingram,LS,6-5,258,5.05,,24,106,,,,
2013,Mark Jackson,OG,6-5,328,5.65,20.5,20,91,8.07,5.03,,
2013,Mike James,RB,5-10,223,4.53,35,28,115,,4.62,6,189
2013,Jawan Jamison,RB,5-7,203,4.68,29,20,110,,,7,228
2013,Stefphon Jefferson,RB,5-10,213,4.68,31,15,117,6.97,4.44,,
2013,D.C. Jefferson,TE,6-6,255,4.97,,3,,,,7,219
2013,Tony Jefferson,S,5-11,213,4.75,,16,,,,,
2013,Brandon Jenkins,DE,6-2,251,5.07,,18,,,,5,162
2013,Jelani Jenkins,ILB,6-0,243,4.65,,27,,,,4,104
2013,John Jenkins,DT,6-4,346,5.21,,30,,,,3,82
2013,Luke Joeckel,OT,6-6,306,5.3,28.5,27,106,7.4,4.68,1,2
2013,Darius Johnson,WR,5-9,179,4.6,32,6,109,,4.53,,
2013,Josh Johnson,CB,5-9,199,4.65,35,16,114,6.99,4.25,,
2013,Keelan Johnson,S,6-0,209,4.54,36.5,12,125,6.77,4.07,,
2013,Lane Johnson,OT,6-6,303,4.72,34,28,118,7.31,4.52,1,4
2013,Nico Johnson,ILB,6-2,248,4.73,,,,,,4,99
2013,Oscar Johnson,OT,6-5,331,5.49,22,,88,8.06,5.06,,
2013,T.J. Johnson,C,6-4,310,5.33,25.5,32,96,7.83,4.74,7,251
2013,Jamaal Johnson-Webb,OG,6-5,313,5.37,23,17,92,8.12,4.74,,
2013,Abry Jones,DT,6-3,313,5.06,26.5,30,101,,,,
2013,Barrett Jones,C,6-4,306,5.43,,,,,,4,113
2013,Chris Jones,DT,6-2,302,5.33,,30,,7.34,4.44,6,198
2013,Datone Jones,DE,6-4,283,4.8,31.5,29,112,7.32,4.32,1,26
2013,Jarvis Jones,OLB,6-2,245,4.74,,,,,,1,17
2013,Landry Jones,QB,6-4,225,5.11,31,,115,7.12,4.3,4,115
2013,Dion Jordan,OLB,6-6,248,4.54,32.5,,122,7.02,4.35,1,3
2013,Nick Kasa,TE,6-6,269,4.71,31.5,22,113,,,6,172
2013,Brandon Kaufman,WR,6-5,216,4.67,33.5,9,115,7.11,4.44,,
2013,Travis Kelce,TE,6-5,255,4.63,,,,,,3,63
2013,Tavarres King,WR,6-0,189,4.47,36.5,11,123,6.91,4.33,5,161
2013,A.J. Klein,ILB,6-1,250,4.66,,20,113,,,5,148
2013,Collin Klein,QB,6-5,226,4.78,29,,111,7.17,4.4,,
2013,Jake Knott,OLB,6-2,243,4.84,,,,,,,
2013,Scott Kovanda,P,6-2,207,4.84,,,,,,,
2013,Joe Kruger,DE,6-6,269,4.83,34,24,117,7.17,4.46,7,212
2013,Edmund Kugbila,OG,6-4,317,5.13,22.5,23,105,7.72,4.65,4,108
2013,Eddie Lacy,RB,5-11,231,4.55,,,,,,2,61
2013,Marcus Lattimore,RB,5-11,221,4.65,,,,,,4,131
2013,Alec Lemon,WR,6-1,202,4.59,32,7,112,7.04,4.29,,
2013,Corey Lemonier,DE,6-3,255,4.6,33,27,119,7.14,4.4,3,88
2013,Robert Lester,S,6-1,220,4.66,33.5,,117,,,,
2013,Kapron Lewis-Moore,DT,6-4,298,4.95,,,,,,6,200
2013,Zach Line,FB,6-0,232,4.77,30.5,26,111,,,,
2013,Jeff Locke,P,6-1,209,4.82,,,,,,5,155
2013,Bennie Logan,DT,6-2,309,5.08,25,30,104,7.53,4.67,3,67
2013,P.J. Lonergan,C,6-3,304,5.38,,25,,,,,
2013,Kyle Long,OG,6-6,313,4.91,28,,107,7.83,4.63,1,20
2013,John Lotulelei,OLB,5-11,233,4.84,35.5,25,117,6.91,4.3,,
2013,Star Lotulelei,DT,6-2,311,5.14,,,,,,1,14
2013,Philip Lutzenkirchen,TE,6-3,258,4.94,30.5,21,112,7.15,4.35,,
2013,Joe Madsen,C,6-3,310,5.2,25,25,98,7.6,4.83,,
2013,Lamar Mady,OG,6-2,317,5.48,23,35,95,8.07,4.82,,
2013,Brandon Magee,OLB,5-11,223,4.74,,,114,,,,
2013,Brett Maher,K,6-0,186,4.89,,,,,,,
2013,E.J. Manuel,QB,6-5,237,4.65,34,,118,7.08,4.21,1,16
2013,Stansly Maponga,DE,6-2,256,4.78,,30,,,,5,153
2013,Luke Marquardt,OT,6-8,315,5.34,,31,,,,,
2013,Tyrann Mathieu,CB,5-9,186,4.5,34,4,117,6.87,4.14,3,69
