,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos_C,Pos_CB,Pos_DB,Pos_DE,Pos_DL,Pos_DT,Pos_EDGE,Pos_FB,Pos_FS,Pos_ILB,Pos_K,Pos_LB,Pos_LS,Pos_OG,Pos_OL,Pos_OLB,Pos_OT,Pos_P,Pos_QB,Pos_RB,Pos_S,Pos_SS,Pos_TE,Pos_WR,Drafted
4086,69,170.0,4.46,31.5,4.0,118.0,7.03,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4087,71,189.0,4.5,36.5,14.0,123.0,6.98,4.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,75,211.0,4.49,37.0,12.0,124.0,7.2,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4090,71,191.0,4.37,43.5,26.0,136.0,6.8,4.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,75,303.0,5.12,25.5,23.0,107.0,7.64,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4093,76,257.0,4.62,31.5,26.0,118.0,7.27,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4094,76,183.0,4.46,31.0,6.0,126.0,7.24,4.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,78,310.0,5.0,30.5,34.0,108.0,7.7,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4098,74,235.0,4.97,29.5,18.0,107.0,7.53,4.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4117,77,253.0,4.63,34.5,22.0,125.0,7.05,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4137,76,297.0,5.0,32.0,17.0,112.0,7.89,4.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,78,306.0,5.12,29.0,24.0,108.0,7.52,4.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,76,243.0,4.69,34.0,16.0,122.0,7.05,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4177,77,328.0,5.44,26.0,25.0,95.0,7.97,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4189,79,321.0,5.17,27.5,18.0,104.0,8.2,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4194,77,250.0,4.81,31.5,15.0,118.0,7.03,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4215,74,239.0,4.96,29.0,19.0,111.0,7.43,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4245,75,312.0,5.18,32.0,32.0,112.0,7.38,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4267,75,296.0,5.18,29.0,25.0,111.0,7.5,4.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4271,78,315.0,4.92,27.0,24.0,107.0,7.25,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4287,79,340.0,5.31,27.5,27.0,110.0,7.81,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4295,75,239.0,4.63,40.0,27.0,129.0,7.06,4.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,78,303.0,5.05,30.5,30.0,117.0,7.46,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4359,77,307.0,5.03,28.0,31.0,120.0,7.44,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4369,77,308.0,4.96,22.5,21.0,107.0,7.4,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4379,78,246.0,4.76,27.0,17.0,120.0,7.06,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4384,78,315.0,5.27,25.0,25.0,104.0,8.31,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4420,78,316.0,5.13,28.5,27.0,110.0,7.75,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4437,76,251.0,4.78,35.0,21.0,120.0,7.11,4.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4439,73,232.0,4.53,37.5,25.0,127.0,7.27,4.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4445,72,191.0,4.54,38.5,14.0,120.0,6.98,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4448,76,309.0,5.08,29.5,25.0,111.0,7.34,4.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,71,201.0,4.42,33.0,20.0,127.0,7.01,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4503,77,264.0,4.58,34.0,22.0,125.0,7.28,4.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,75,235.0,4.53,31.0,22.0,116.0,7.32,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4550,75,205.0,4.43,39.0,19.0,128.0,6.85,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4554,76,199.0,4.56,37.0,16.0,133.0,7.03,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4566,74,200.0,4.57,38.0,14.0,122.0,6.88,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4569,72,202.0,4.62,30.5,17.0,118.0,7.08,4.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4592,76,236.0,4.62,34.5,21.0,126.0,7.2,4.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4627,76,320.0,5.41,27.5,19.0,96.0,8.01,5.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4629,77,272.0,4.58,31.0,17.0,118.0,7.02,4.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4646,76,291.0,4.89,30.5,22.0,116.0,7.45,4.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4650,74,242.0,4.73,34.5,21.0,118.0,6.95,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4651,74,291.0,4.81,34.5,27.0,116.0,7.3,4.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4669,73,208.0,4.45,39.5,22.0,128.0,6.75,4.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,73,204.0,4.41,34.0,14.0,120.0,7.02,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4688,76,286.0,4.85,28.5,20.0,113.0,7.38,4.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,75,216.0,4.52,32.5,18.0,124.0,7.09,4.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,76,334.0,5.56,25.0,23.0,94.0,8.48,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,72,237.0,4.72,31.0,21.0,112.0,7.96,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,69,175.0,4.44,35.0,17.0,119.0,7.03,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,78,312.0,5.34,28.0,20.0,96.0,7.72,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,72,208.0,4.62,35.0,10.0,114.0,6.92,4.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,70,199.0,4.44,37.5,16.0,116.0,6.81,4.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,73,207.0,4.62,39.5,15.0,119.0,6.48,4.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,76,302.0,5.07,31.5,17.0,103.0,7.76,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,74,237.0,4.78,31.5,21.0,111.0,7.17,4.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,76,274.0,5.09,29.0,26.0,105.0,7.68,4.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,73,201.0,4.49,33.0,12.0,115.0,7.06,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,76,309.0,5.19,28.5,28.0,99.0,7.82,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,70,204.0,4.59,36.0,14.0,116.0,6.93,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,71,202.0,4.53,36.0,14.0,117.0,7.18,4.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,77,297.0,5.16,31.0,28.0,100.0,7.82,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,73,283.0,5.06,28.0,22.0,106.0,7.82,4.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,68,190.0,4.5,41.0,16.0,121.0,6.75,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,70,215.0,4.56,38.5,16.0,128.0,6.84,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,79,304.0,5.08,31.0,28.0,103.0,7.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54,73,283.0,5.25,27.5,25.0,108.0,7.98,4.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,77,303.0,5.15,31.5,29.0,100.0,7.77,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,77,334.0,5.05,30.5,24.0,102.0,7.58,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,76,291.0,5.49,33.0,27.0,103.0,8.14,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
64,75,276.0,5.0,35.5,25.0,121.0,7.65,4.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,79,268.0,5.06,30.0,13.0,108.0,7.33,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
73,68,189.0,4.81,32.0,13.0,109.0,7.04,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
77,75,314.0,4.99,31.5,19.0,101.0,7.4,4.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,74,314.0,5.28,27.5,27.0,96.0,7.67,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,71,215.0,4.66,30.0,13.0,115.0,7.34,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,76,260.0,4.73,34.0,24.0,115.0,6.95,4.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,76,243.0,4.76,34.0,22.0,115.0,7.51,4.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,76,249.0,4.72,37.0,14.0,116.0,6.92,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94,76,271.0,4.75,33.0,24.0,114.0,7.21,4.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,71,201.0,4.43,34.5,19.0,117.0,6.84,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
97,76,280.0,4.78,37.0,32.0,117.0,7.07,4.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,72,188.0,4.5,35.5,14.0,124.0,6.91,4.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,76,281.0,4.73,34.5,31.0,114.0,7.2,4.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,75,253.0,4.85,27.0,18.0,116.0,7.46,4.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,69,186.0,4.56,37.0,21.0,124.0,6.6,3.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,75,249.0,4.62,32.5,22.0,113.0,7.15,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
106,76,243.0,4.65,34.0,21.0,120.0,6.9,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,73,221.0,4.56,33.0,21.0,115.0,6.97,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,71,188.0,4.62,32.0,16.0,117.0,7.3,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,77,316.0,5.31,29.5,24.0,98.0,8.0,5.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,73,214.0,4.94,33.5,19.0,116.0,7.38,4.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,72,253.0,4.78,28.5,25.0,108.0,7.08,4.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,74,307.0,4.87,30.0,27.0,105.0,7.37,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,75,297.0,4.9,31.0,30.0,111.0,7.63,4.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,75,253.0,4.97,31.5,20.0,109.0,7.12,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,68,191.0,4.44,38.0,18.0,123.0,6.62,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
124,72,237.0,4.66,34.5,21.0,118.0,7.48,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127,72,197.0,4.5,32.0,17.0,125.0,6.97,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
130,69,186.0,4.34,39.0,16.0,121.0,6.75,4.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,70,190.0,4.5,37.5,16.0,119.0,7.12,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,73,312.0,5.4,29.0,20.0,94.0,7.94,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
137,74,305.0,4.99,30.0,35.0,101.0,6.85,4.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,77,296.0,5.05,31.5,19.0,105.0,7.69,4.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,73,242.0,4.6,35.5,24.0,125.0,7.15,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
151,75,320.0,5.62,25.5,24.0,94.0,8.51,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,72,198.0,4.51,38.0,16.0,123.0,6.91,4.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,76,345.0,5.56,28.0,35.0,99.0,8.07,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
158,72,215.0,4.6,38.0,12.0,121.0,6.96,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159,76,285.0,4.97,28.0,26.0,105.0,7.51,4.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,76,248.0,4.63,38.5,13.0,125.0,7.33,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
163,74,247.0,4.95,32.0,17.0,113.0,7.27,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
166,76,330.0,5.46,31.0,25.0,104.0,7.91,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167,73,221.0,4.62,37.5,29.0,121.0,6.81,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
168,70,214.0,4.41,41.5,23.0,131.0,6.82,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
169,73,200.0,4.55,36.5,15.0,120.0,6.96,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
171,69,183.0,4.53,36.0,17.0,116.0,6.63,3.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,73,221.0,4.71,33.5,8.0,113.0,7.08,4.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,74,305.0,5.43,28.0,26.0,103.0,7.54,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
182,76,300.0,5.08,30.0,45.0,110.0,7.46,4.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,73,294.0,5.0,36.0,28.0,108.0,7.44,4.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,76,259.0,4.7,35.0,22.0,118.0,6.86,4.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,69,184.0,4.44,35.5,20.0,117.0,6.73,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,76,328.0,5.31,26.0,23.0,97.0,7.72,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199,76,289.0,5.09,27.5,22.0,102.0,7.73,4.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,75,298.0,5.12,34.0,25.0,110.0,7.46,4.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,77,284.0,4.99,30.5,27.0,113.0,7.49,4.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,75,295.0,5.39,26.0,18.0,97.0,7.84,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
204,73,246.0,4.97,27.5,24.0,110.0,7.37,4.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,75,320.0,5.45,24.5,34.0,94.0,8.37,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
212,72,221.0,4.65,37.5,23.0,117.0,7.05,4.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,74,250.0,4.77,33.0,18.0,113.0,6.93,4.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,76,317.0,5.34,25.5,27.0,98.0,7.82,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
221,75,277.0,5.06,27.5,17.0,94.0,7.59,4.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,73,235.0,4.72,34.0,16.0,114.0,7.3,4.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,73,208.0,4.63,35.0,17.0,115.0,6.81,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,75,261.0,4.9,30.5,20.0,111.0,7.75,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
233,74,233.0,4.75,32.0,18.0,111.0,7.43,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
235,70,197.0,4.57,37.0,16.0,126.0,6.66,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,72,225.0,4.5,37.0,23.0,115.0,6.92,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,78,333.0,5.59,26.0,22.0,95.0,8.15,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,78,308.0,5.5,25.0,22.0,94.0,8.33,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242,76,283.0,5.13,30.0,18.0,101.0,7.91,4.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,75,299.0,5.37,26.5,20.0,99.0,7.49,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,76,312.0,5.09,29.5,25.0,94.0,7.72,4.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,77,314.0,5.31,29.5,25.0,101.0,8.31,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
247,73,232.0,4.68,37.0,19.0,124.0,7.21,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
252,67,199.0,4.6,32.0,12.0,118.0,6.63,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
256,70,193.0,4.5,34.0,11.0,116.0,7.45,4.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,74,316.0,5.13,28.5,24.0,102.0,7.78,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,77,318.0,5.65,22.5,18.0,98.0,8.48,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,72,237.0,4.6,36.0,24.0,117.0,7.08,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
266,74,246.0,4.84,34.5,20.0,115.0,7.21,4.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,72,247.0,4.87,30.0,24.0,112.0,7.08,4.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,73,198.0,4.57,35.0,13.0,115.0,7.18,4.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,77,320.0,5.37,27.5,24.0,100.0,7.87,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,72,249.0,5.0,32.5,19.0,109.0,8.38,4.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,70,204.0,4.78,33.0,13.0,113.0,7.18,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
278,75,250.0,4.78,38.0,24.0,115.0,6.84,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,67,204.0,4.6,35.0,13.0,111.0,7.14,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,75,318.0,5.37,27.0,22.0,90.0,7.91,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
286,76,305.0,5.28,26.0,16.0,104.0,7.99,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
288,73,194.0,4.6,37.5,15.0,123.0,6.95,4.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,77,310.0,5.26,28.5,19.0,99.0,7.72,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,78,296.0,5.09,29.0,25.0,99.0,7.82,4.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
