,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos_C,Pos_CB,Pos_DB,Pos_DE,Pos_DL,Pos_DT,Pos_EDGE,Pos_FB,Pos_FS,Pos_ILB,Pos_K,Pos_LB,Pos_LS,Pos_OG,Pos_OL,Pos_OLB,Pos_OT,Pos_P,Pos_QB,Pos_RB,Pos_S,Pos_SS,Pos_TE,Pos_WR,Drafted
1472,68,194.0,4.43,34.5,20.0,118.0,7.07,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1473,68,184.0,4.55,37.5,14.0,124.0,7.26,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,71,198.0,4.38,38.5,7.0,122.0,6.69,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1475,75,232.0,4.65,35.0,18.0,121.0,6.92,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1476,75,249.0,4.7,30.0,23.0,113.0,7.25,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1477,73,326.0,5.06,28.5,28.0,99.0,7.93,4.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1479,79,322.0,5.59,27.5,21.0,96.0,7.71,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1482,76,313.0,5.17,23.5,36.0,102.0,8.22,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1484,75,251.0,4.8,34.5,20.0,113.0,7.46,4.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,69,190.0,4.48,33.0,16.0,120.0,7.12,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,76,303.0,5.25,29.0,21.0,108.0,7.57,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1490,79,309.0,4.87,30.5,29.0,117.0,7.39,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1491,70,211.0,4.6,36.5,15.0,122.0,7.05,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1496,73,217.0,4.65,32.5,12.0,119.0,7.15,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1498,76,218.0,4.6,36.0,20.0,124.0,7.07,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1501,77,258.0,4.82,29.5,28.0,116.0,7.38,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1503,75,251.0,4.65,40.0,23.0,128.0,7.08,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1505,74,296.0,5.16,28.0,29.0,101.0,7.78,4.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1507,76,252.0,4.89,32.0,14.0,108.0,7.08,4.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,78,272.0,4.72,35.5,22.0,129.0,7.2,4.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,76,308.0,5.22,28.0,29.0,106.0,7.65,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1513,77,308.0,5.07,30.5,24.0,105.0,7.34,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1514,75,212.0,4.46,35.5,21.0,120.0,6.95,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1515,78,271.0,5.21,32.0,21.0,116.0,7.43,4.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1520,69,209.0,4.41,40.5,32.0,132.0,6.83,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1522,78,309.0,5.37,26.0,28.0,101.0,7.79,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1526,74,221.0,4.4,39.5,13.0,132.0,7.02,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1527,77,269.0,4.84,33.5,23.0,123.0,7.41,4.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,73,241.0,4.8,34.5,18.0,117.0,6.94,4.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1533,76,249.0,4.79,33.0,24.0,114.0,7.18,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1534,77,250.0,4.86,35.5,19.0,118.0,6.78,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,78,256.0,4.93,32.5,18.0,112.0,7.14,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1537,75,247.0,4.73,34.0,21.0,117.0,7.31,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1538,78,270.0,4.84,32.0,27.0,114.0,7.57,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1539,74,198.0,4.48,33.0,8.0,121.0,6.68,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1540,75,243.0,4.71,32.5,21.0,112.0,7.22,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1543,73,298.0,5.1,30.5,31.0,111.0,7.67,4.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1544,75,306.0,5.34,26.0,23.0,103.0,7.6,4.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,67,195.0,4.46,35.5,23.0,124.0,7.08,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1548,72,232.0,4.51,39.0,28.0,128.0,6.92,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1558,74,302.0,4.91,26.5,20.0,106.0,7.59,4.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,70,189.0,4.51,37.5,20.0,123.0,6.72,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1564,77,329.0,5.36,25.5,25.0,91.0,7.7,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1566,75,298.0,5.1,25.5,25.0,106.0,7.93,4.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,72,191.0,4.61,37.5,8.0,120.0,6.84,4.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1569,77,332.0,4.92,28.5,32.0,113.0,7.8,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1571,76,257.0,4.87,31.5,16.0,116.0,7.23,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1572,74,261.0,4.91,25.5,17.0,114.0,7.8,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,69,209.0,4.49,35.5,26.0,126.0,6.75,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1581,73,237.0,4.58,42.0,25.0,130.0,6.91,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1582,73,253.0,4.71,38.5,26.0,122.0,7.29,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1583,72,214.0,4.48,37.5,17.0,126.0,7.16,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1586,73,266.0,4.66,37.0,28.0,121.0,7.55,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1587,71,220.0,4.84,36.0,14.0,118.0,7.53,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1588,75,251.0,4.66,35.0,23.0,121.0,7.48,4.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,71,195.0,4.62,33.5,11.0,113.0,7.19,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1591,73,205.0,4.67,32.0,13.0,114.0,6.47,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1593,76,250.0,4.95,32.0,24.0,116.0,6.64,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1596,70,178.0,4.69,35.0,11.0,117.0,7.1,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1598,76,306.0,5.17,27.5,22.0,105.0,8.16,4.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1601,76,307.0,5.04,25.0,25.0,102.0,7.6,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1603,72,303.0,5.36,28.5,24.0,99.0,7.93,4.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,77,312.0,5.28,26.0,20.0,95.0,7.73,4.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,72,229.0,4.58,33.0,18.0,118.0,6.88,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1606,75,317.0,5.09,29.0,35.0,98.0,8.13,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1611,75,304.0,5.03,29.0,28.0,112.0,7.83,4.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,75,234.0,4.67,37.5,22.0,120.0,6.89,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1615,77,315.0,5.16,28.0,25.0,108.0,7.92,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1620,75,313.0,5.31,29.0,30.0,102.0,7.55,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1622,72,199.0,4.47,34.0,25.0,117.0,6.9,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1626,76,195.0,4.46,32.0,8.0,115.0,7.19,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1628,73,211.0,4.43,34.0,16.0,126.0,6.95,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1630,78,252.0,4.58,36.5,17.0,123.0,7.29,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1633,75,267.0,4.9,29.0,19.0,110.0,7.3,4.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1634,71,186.0,4.63,36.0,15.0,121.0,6.98,4.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,69,204.0,4.57,32.0,23.0,114.0,7.05,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1638,71,222.0,4.45,35.5,16.0,121.0,7.37,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1639,73,246.0,4.66,30.5,25.0,120.0,7.11,4.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,69,202.0,4.43,37.5,10.0,123.0,7.0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1642,78,315.0,5.48,28.5,22.0,103.0,7.81,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1644,69,205.0,4.6,42.5,24.0,130.0,6.79,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1646,72,221.0,4.57,39.0,19.0,121.0,7.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1647,73,227.0,4.55,36.0,24.0,121.0,7.14,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1648,68,180.0,4.43,34.0,13.0,121.0,6.64,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1649,72,221.0,4.53,35.5,11.0,121.0,6.96,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1654,75,243.0,4.56,37.0,23.0,122.0,7.07,4.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,79,292.0,5.06,34.0,24.0,117.0,7.57,4.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,75,246.0,4.53,41.0,35.0,130.0,6.91,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1661,78,252.0,4.8,33.0,14.0,116.0,6.85,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1662,73,197.0,4.42,41.5,7.0,129.0,6.66,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1666,76,318.0,5.02,31.0,20.0,101.0,7.5,4.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,76,303.0,5.57,23.5,22.0,90.0,7.9,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1671,76,268.0,5.04,30.5,20.0,112.0,7.13,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1674,72,205.0,4.54,37.0,17.0,120.0,7.04,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1677,74,319.0,5.05,29.5,26.0,98.0,7.84,4.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,71,224.0,4.62,34.5,19.0,117.0,6.86,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1679,80,355.0,5.21,23.5,20.0,97.0,8.23,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1680,71,242.0,4.65,33.0,25.0,115.0,7.2,4.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,72,196.0,4.51,40.0,17.0,121.0,7.05,4.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,75,267.0,4.79,34.5,27.0,114.0,7.17,4.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,75,271.0,4.79,38.5,19.0,118.0,7.08,4.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,70,195.0,4.51,33.0,10.0,113.0,6.97,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1694,77,309.0,5.14,32.5,22.0,111.0,7.68,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1695,73,212.0,4.43,41.0,23.0,131.0,6.98,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1697,76,310.0,5.19,30.0,23.0,101.0,8.09,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1698,71,185.0,4.53,37.5,20.0,124.0,6.61,3.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1702,76,305.0,5.1,27.0,21.0,108.0,7.7,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1703,74,213.0,4.35,45.0,18.0,139.0,7.06,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1705,75,293.0,4.86,29.0,29.0,110.0,7.23,4.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,73,191.0,4.36,38.0,15.0,129.0,7.05,4.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1709,79,301.0,5.26,32.5,26.0,107.0,8.07,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1710,72,217.0,4.62,40.0,15.0,125.0,7.15,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1711,68,185.0,4.56,37.0,10.0,115.0,7.17,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1714,71,193.0,4.38,41.5,12.0,129.0,6.94,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,75,220.0,4.57,35.5,16.0,115.0,7.25,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1716,72,225.0,4.95,29.0,16.0,107.0,7.38,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1718,74,216.0,4.49,36.5,23.0,124.0,6.86,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1719,69,217.0,4.61,34.0,17.0,116.0,7.0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1721,74,316.0,5.18,33.0,32.0,105.0,7.53,4.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,75,260.0,4.74,29.5,19.0,100.0,7.56,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1727,69,196.0,4.56,35.5,17.0,113.0,7.22,4.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,75,296.0,5.31,27.5,23.0,107.0,8.14,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1730,78,313.0,5.31,32.0,17.0,101.0,7.84,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1731,70,185.0,4.33,37.0,13.0,122.0,6.7,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1732,70,182.0,4.5,33.5,9.0,115.0,7.2,4.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,76,304.0,5.25,29.0,28.0,99.0,7.99,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1738,69,220.0,4.8,35.5,16.0,117.0,7.63,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1740,75,255.0,4.77,34.0,27.0,120.0,7.1,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1741,77,313.0,5.15,30.5,30.0,112.0,7.48,4.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,74,266.0,4.93,36.5,28.0,121.0,7.34,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,75,261.0,4.6,32.5,19.0,112.0,7.4,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1752,71,254.0,4.94,33.5,23.0,114.0,7.56,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,77,238.0,4.73,34.5,18.0,118.0,6.83,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1756,74,306.0,5.5,27.0,29.0,96.0,7.66,4.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,74,218.0,4.55,37.0,22.0,120.0,7.21,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1759,78,305.0,5.04,33.5,24.0,113.0,7.72,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1761,76,307.0,5.2,29.5,31.0,113.0,7.56,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1764,69,176.0,4.46,33.5,15.0,120.0,6.81,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,73,215.0,4.52,35.0,19.0,126.0,7.04,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1770,77,314.0,5.16,29.5,21.0,106.0,8.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1771,77,237.0,4.49,33.5,13.0,119.0,6.89,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1774,75,262.0,4.81,37.0,20.0,117.0,7.24,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1775,73,202.0,4.62,33.5,12.0,108.0,7.18,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1777,77,246.0,4.72,36.0,22.0,121.0,7.28,4.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,73,234.0,4.6,35.0,26.0,117.0,7.15,4.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,72,198.0,4.6,41.0,16.0,132.0,6.86,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1784,70,192.0,4.56,36.5,11.0,114.0,6.63,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1786,73,191.0,4.64,32.0,13.0,108.0,7.15,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1788,76,330.0,5.19,29.5,26.0,102.0,7.51,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1791,79,321.0,5.46,28.5,16.0,96.0,8.28,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1792,70,198.0,4.63,30.5,19.0,116.0,7.19,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1793,72,231.0,4.59,33.5,19.0,120.0,6.68,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,73,244.0,4.83,32.0,23.0,111.0,7.35,4.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,73,236.0,4.68,38.0,20.0,124.0,6.78,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1803,77,307.0,5.12,31.0,26.0,104.0,7.87,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1806,75,275.0,4.88,31.0,16.0,111.0,7.39,4.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,72,247.0,5.02,31.5,30.0,110.0,7.24,4.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,79,261.0,4.83,37.5,26.0,121.0,7.53,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1810,73,304.0,5.06,31.0,30.0,112.0,7.37,4.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,70,200.0,4.57,33.0,21.0,109.0,6.95,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1812,73,198.0,4.72,33.5,15.0,116.0,7.18,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1813,70,215.0,4.7,36.5,26.0,120.0,7.09,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1814,73,224.0,4.5,41.5,25.0,127.0,6.82,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1819,70,182.0,4.63,32.5,8.0,119.0,6.91,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1821,75,245.0,4.95,32.0,19.0,115.0,7.25,4.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1822,75,279.0,4.76,32.5,32.0,120.0,7.44,4.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
